ssd,subject,violation,study
400.0,5496,,TurkMotorSelec
450.0,5496,,TurkMotorSelec
500.0,5496,,TurkMotorSelec
550.0,5496,,TurkMotorSelec
600.0,5496,,TurkMotorSelec
0.0,5497,,TurkMotorSelec
50.0,5497,,TurkMotorSelec
100.0,5497,,TurkMotorSelec
150.0,5497,,TurkMotorSelec
200.0,5497,-23.5,TurkMotorSelec
250.0,5497,-10.875,TurkMotorSelec
300.0,5497,,TurkMotorSelec
350.0,5497,,TurkMotorSelec
400.0,5497,,TurkMotorSelec
450.0,5497,,TurkMotorSelec
500.0,5497,,TurkMotorSelec
550.0,5497,,TurkMotorSelec
600.0,5497,,TurkMotorSelec
0.0,5499,,TurkMotorSelec
50.0,5499,,TurkMotorSelec
100.0,5499,,TurkMotorSelec
150.0,5499,,TurkMotorSelec
200.0,5499,,TurkMotorSelec
250.0,5499,,TurkMotorSelec
300.0,5499,,TurkMotorSelec
350.0,5499,,TurkMotorSelec
400.0,5499,-28.66666666666667,TurkMotorSelec
450.0,5499,,TurkMotorSelec
500.0,5499,,TurkMotorSelec
550.0,5499,,TurkMotorSelec
600.0,5499,,TurkMotorSelec
0.0,5501,,TurkMotorSelec
50.0,5501,,TurkMotorSelec
100.0,5501,,TurkMotorSelec
150.0,5501,,TurkMotorSelec
200.0,5501,,TurkMotorSelec
250.0,5501,,TurkMotorSelec
300.0,5501,-25.0,TurkMotorSelec
350.0,5501,-200.33333333333331,TurkMotorSelec
400.0,5501,-9.5,TurkMotorSelec
450.0,5501,,TurkMotorSelec
500.0,5501,,TurkMotorSelec
550.0,5501,,TurkMotorSelec
600.0,5501,,TurkMotorSelec
0.0,5504,,TurkMotorSelec
50.0,5504,-44.5,TurkMotorSelec
100.0,5504,,TurkMotorSelec
150.0,5504,,TurkMotorSelec
200.0,5504,-49.33333333333334,TurkMotorSelec
250.0,5504,,TurkMotorSelec
300.0,5504,,TurkMotorSelec
350.0,5504,,TurkMotorSelec
400.0,5504,,TurkMotorSelec
450.0,5504,,TurkMotorSelec
500.0,5504,,TurkMotorSelec
550.0,5504,,TurkMotorSelec
600.0,5504,,TurkMotorSelec
0.0,5505,,TurkMotorSelec
50.0,5505,,TurkMotorSelec
100.0,5505,,TurkMotorSelec
150.0,5505,-36.5,TurkMotorSelec
200.0,5505,,TurkMotorSelec
250.0,5505,,TurkMotorSelec
300.0,5505,,TurkMotorSelec
350.0,5505,,TurkMotorSelec
400.0,5505,,TurkMotorSelec
450.0,5505,-187.5,TurkMotorSelec
500.0,5505,,TurkMotorSelec
550.0,5505,,TurkMotorSelec
600.0,5505,,TurkMotorSelec
0.0,5507,,TurkMotorSelec
50.0,5507,,TurkMotorSelec
100.0,5507,,TurkMotorSelec
150.0,5507,46.0,TurkMotorSelec
200.0,5507,,TurkMotorSelec
250.0,5507,,TurkMotorSelec
300.0,5507,,TurkMotorSelec
350.0,5507,-287.6666666666667,TurkMotorSelec
400.0,5507,,TurkMotorSelec
450.0,5507,,TurkMotorSelec
500.0,5507,,TurkMotorSelec
550.0,5507,,TurkMotorSelec
600.0,5507,,TurkMotorSelec
0.0,5508,,TurkMotorSelec
50.0,5508,,TurkMotorSelec
100.0,5508,,TurkMotorSelec
150.0,5508,,TurkMotorSelec
200.0,5508,-6.0,TurkMotorSelec
250.0,5508,,TurkMotorSelec
300.0,5508,71.5,TurkMotorSelec
350.0,5508,,TurkMotorSelec
400.0,5508,,TurkMotorSelec
450.0,5508,-136.0,TurkMotorSelec
500.0,5508,,TurkMotorSelec
550.0,5508,,TurkMotorSelec
600.0,5508,,TurkMotorSelec
0.0,5509,,TurkMotorSelec
50.0,5509,105.5,TurkMotorSelec
100.0,5509,,TurkMotorSelec
150.0,5509,,TurkMotorSelec
200.0,5509,2.75,TurkMotorSelec
250.0,5509,,TurkMotorSelec
300.0,5509,,TurkMotorSelec
350.0,5509,,TurkMotorSelec
400.0,5509,,TurkMotorSelec
450.0,5509,,TurkMotorSelec
500.0,5509,,TurkMotorSelec
550.0,5509,,TurkMotorSelec
600.0,5509,,TurkMotorSelec
0.0,5512,95.0,TurkMotorSelec
50.0,5512,,TurkMotorSelec
100.0,5512,,TurkMotorSelec
150.0,5512,,TurkMotorSelec
200.0,5512,,TurkMotorSelec
250.0,5512,-37.66666666666666,TurkMotorSelec
300.0,5512,-132.5,TurkMotorSelec
350.0,5512,,TurkMotorSelec
400.0,5512,,TurkMotorSelec
450.0,5512,,TurkMotorSelec
500.0,5512,,TurkMotorSelec
550.0,5512,,TurkMotorSelec
600.0,5512,,TurkMotorSelec
0.0,5514,45.66666666666666,TurkMotorSelec
50.0,5514,,TurkMotorSelec
100.0,5514,,TurkMotorSelec
150.0,5514,,TurkMotorSelec
200.0,5514,-74.0,TurkMotorSelec
250.0,5514,,TurkMotorSelec
300.0,5514,,TurkMotorSelec
350.0,5514,,TurkMotorSelec
400.0,5514,,TurkMotorSelec
450.0,5514,,TurkMotorSelec
500.0,5514,,TurkMotorSelec
550.0,5514,,TurkMotorSelec
600.0,5514,,TurkMotorSelec
0.0,5515,,TurkMotorSelec
50.0,5515,,TurkMotorSelec
100.0,5515,,TurkMotorSelec
150.0,5515,,TurkMotorSelec
200.0,5515,,TurkMotorSelec
250.0,5515,,TurkMotorSelec
300.0,5515,,TurkMotorSelec
350.0,5515,-119.0,TurkMotorSelec
400.0,5515,,TurkMotorSelec
450.0,5515,,TurkMotorSelec
500.0,5515,,TurkMotorSelec
550.0,5515,-101.0,TurkMotorSelec
600.0,5515,-29.0,TurkMotorSelec
0.0,5516,,TurkMotorSelec
50.0,5516,,TurkMotorSelec
100.0,5516,,TurkMotorSelec
150.0,5516,,TurkMotorSelec
200.0,5516,111.16666666666669,TurkMotorSelec
250.0,5516,,TurkMotorSelec
300.0,5516,,TurkMotorSelec
350.0,5516,,TurkMotorSelec
400.0,5516,,TurkMotorSelec
450.0,5516,,TurkMotorSelec
500.0,5516,,TurkMotorSelec
550.0,5516,,TurkMotorSelec
600.0,5516,,TurkMotorSelec
0.0,5520,,TurkMotorSelec
50.0,5520,,TurkMotorSelec
100.0,5520,,TurkMotorSelec
150.0,5520,,TurkMotorSelec
200.0,5520,,TurkMotorSelec
250.0,5520,,TurkMotorSelec
300.0,5520,,TurkMotorSelec
350.0,5520,,TurkMotorSelec
400.0,5520,,TurkMotorSelec
450.0,5520,,TurkMotorSelec
500.0,5520,,TurkMotorSelec
550.0,5520,,TurkMotorSelec
600.0,5520,-262.0,TurkMotorSelec
0.0,5521,,TurkMotorSelec
50.0,5521,,TurkMotorSelec
100.0,5521,,TurkMotorSelec
150.0,5521,,TurkMotorSelec
200.0,5521,,TurkMotorSelec
250.0,5521,-91.33333333333331,TurkMotorSelec
300.0,5521,160.66666666666666,TurkMotorSelec
350.0,5521,,TurkMotorSelec
400.0,5521,,TurkMotorSelec
450.0,5521,,TurkMotorSelec
500.0,5521,,TurkMotorSelec
550.0,5521,,TurkMotorSelec
600.0,5521,,TurkMotorSelec
0.0,5522,27.0,TurkMotorSelec
50.0,5522,,TurkMotorSelec
100.0,5522,103.5,TurkMotorSelec
150.0,5522,-5.0,TurkMotorSelec
200.0,5522,-54.0,TurkMotorSelec
250.0,5522,,TurkMotorSelec
300.0,5522,,TurkMotorSelec
350.0,5522,,TurkMotorSelec
400.0,5522,,TurkMotorSelec
450.0,5522,,TurkMotorSelec
500.0,5522,,TurkMotorSelec
550.0,5522,,TurkMotorSelec
600.0,5522,,TurkMotorSelec
0.0,5523,,TurkMotorSelec
50.0,5523,,TurkMotorSelec
100.0,5523,,TurkMotorSelec
150.0,5523,,TurkMotorSelec
200.0,5523,,TurkMotorSelec
250.0,5523,,TurkMotorSelec
300.0,5523,,TurkMotorSelec
350.0,5523,,TurkMotorSelec
400.0,5523,,TurkMotorSelec
450.0,5523,141.66666666666666,TurkMotorSelec
500.0,5523,,TurkMotorSelec
550.0,5523,-68.5,TurkMotorSelec
600.0,5523,,TurkMotorSelec
0.0,5526,,TurkMotorSelec
50.0,5526,,TurkMotorSelec
100.0,5526,,TurkMotorSelec
150.0,5526,,TurkMotorSelec
200.0,5526,,TurkMotorSelec
250.0,5526,,TurkMotorSelec
300.0,5526,,TurkMotorSelec
350.0,5526,-24.75,TurkMotorSelec
400.0,5526,69.0,TurkMotorSelec
450.0,5526,,TurkMotorSelec
500.0,5526,,TurkMotorSelec
550.0,5526,,TurkMotorSelec
600.0,5526,,TurkMotorSelec
0.0,5527,,TurkMotorSelec
50.0,5527,,TurkMotorSelec
100.0,5527,,TurkMotorSelec
150.0,5527,,TurkMotorSelec
200.0,5527,,TurkMotorSelec
250.0,5527,,TurkMotorSelec
300.0,5527,,TurkMotorSelec
350.0,5527,,TurkMotorSelec
400.0,5527,-228.5,TurkMotorSelec
450.0,5527,-85.66666666666667,TurkMotorSelec
500.0,5527,,TurkMotorSelec
550.0,5527,,TurkMotorSelec
600.0,5527,,TurkMotorSelec
0.0,5529,,TurkMotorSelec
50.0,5529,,TurkMotorSelec
100.0,5529,,TurkMotorSelec
150.0,5529,,TurkMotorSelec
200.0,5529,-46.0,TurkMotorSelec
250.0,5529,,TurkMotorSelec
300.0,5529,,TurkMotorSelec
350.0,5529,,TurkMotorSelec
400.0,5529,,TurkMotorSelec
450.0,5529,,TurkMotorSelec
500.0,5529,,TurkMotorSelec
550.0,5529,,TurkMotorSelec
600.0,5529,,TurkMotorSelec
0.0,5533,,TurkMotorSelec
50.0,5533,,TurkMotorSelec
100.0,5533,,TurkMotorSelec
150.0,5533,,TurkMotorSelec
200.0,5533,,TurkMotorSelec
250.0,5533,,TurkMotorSelec
300.0,5533,-50.25,TurkMotorSelec
350.0,5533,-34.5,TurkMotorSelec
400.0,5533,-500.5,TurkMotorSelec
450.0,5533,-14.666666666666664,TurkMotorSelec
500.0,5533,,TurkMotorSelec
550.0,5533,,TurkMotorSelec
600.0,5533,,TurkMotorSelec
0.0,5535,,TurkMotorSelec
50.0,5535,,TurkMotorSelec
100.0,5535,,TurkMotorSelec
150.0,5535,,TurkMotorSelec
200.0,5535,,TurkMotorSelec
250.0,5535,-173.0,TurkMotorSelec
300.0,5535,132.25,TurkMotorSelec
350.0,5535,-134.66666666666666,TurkMotorSelec
400.0,5535,-554.5,TurkMotorSelec
450.0,5535,,TurkMotorSelec
500.0,5535,,TurkMotorSelec
550.0,5535,,TurkMotorSelec
600.0,5535,,TurkMotorSelec
0.0,5539,,TurkMotorSelec
50.0,5539,,TurkMotorSelec
100.0,5539,,TurkMotorSelec
150.0,5539,,TurkMotorSelec
200.0,5539,,TurkMotorSelec
250.0,5539,-14.5,TurkMotorSelec
300.0,5539,-149.0,TurkMotorSelec
350.0,5539,,TurkMotorSelec
400.0,5539,,TurkMotorSelec
450.0,5539,,TurkMotorSelec
500.0,5539,,TurkMotorSelec
550.0,5539,,TurkMotorSelec
600.0,5539,,TurkMotorSelec
0.0,5543,,TurkMotorSelec
50.0,5543,,TurkMotorSelec
100.0,5543,,TurkMotorSelec
150.0,5543,,TurkMotorSelec
200.0,5543,,TurkMotorSelec
250.0,5543,,TurkMotorSelec
300.0,5543,,TurkMotorSelec
350.0,5543,-42.0,TurkMotorSelec
400.0,5543,,TurkMotorSelec
450.0,5543,,TurkMotorSelec
500.0,5543,-21.33333333333333,TurkMotorSelec
550.0,5543,-127.5,TurkMotorSelec
600.0,5543,,TurkMotorSelec
0.0,5545,,TurkMotorSelec
50.0,5545,,TurkMotorSelec
100.0,5545,,TurkMotorSelec
150.0,5545,,TurkMotorSelec
200.0,5545,63.5,TurkMotorSelec
250.0,5545,74.0,TurkMotorSelec
300.0,5545,-83.33333333333333,TurkMotorSelec
350.0,5545,86.0,TurkMotorSelec
400.0,5545,,TurkMotorSelec
450.0,5545,,TurkMotorSelec
500.0,5545,,TurkMotorSelec
550.0,5545,,TurkMotorSelec
600.0,5545,,TurkMotorSelec
0.0,5546,-219.5,TurkMotorSelec
50.0,5546,,TurkMotorSelec
100.0,5546,,TurkMotorSelec
150.0,5546,,TurkMotorSelec
200.0,5546,,TurkMotorSelec
250.0,5546,26.0,TurkMotorSelec
300.0,5546,,TurkMotorSelec
350.0,5546,,TurkMotorSelec
400.0,5546,,TurkMotorSelec
450.0,5546,,TurkMotorSelec
500.0,5546,,TurkMotorSelec
550.0,5546,,TurkMotorSelec
600.0,5546,,TurkMotorSelec
0.0,5548,,TurkMotorSelec
50.0,5548,,TurkMotorSelec
100.0,5548,,TurkMotorSelec
150.0,5548,48.0,TurkMotorSelec
200.0,5548,40.4,TurkMotorSelec
250.0,5548,-17.5,TurkMotorSelec
300.0,5548,,TurkMotorSelec
350.0,5548,,TurkMotorSelec
400.0,5548,,TurkMotorSelec
450.0,5548,,TurkMotorSelec
500.0,5548,,TurkMotorSelec
550.0,5548,,TurkMotorSelec
600.0,5548,,TurkMotorSelec
0.0,5549,117.0,TurkMotorSelec
50.0,5549,,TurkMotorSelec
100.0,5549,,TurkMotorSelec
150.0,5549,-33.0,TurkMotorSelec
200.0,5549,,TurkMotorSelec
250.0,5549,97.25,TurkMotorSelec
300.0,5549,-157.5,TurkMotorSelec
350.0,5549,,TurkMotorSelec
400.0,5549,,TurkMotorSelec
450.0,5549,,TurkMotorSelec
500.0,5549,,TurkMotorSelec
550.0,5549,,TurkMotorSelec
600.0,5549,,TurkMotorSelec
0.0,5550,,TurkMotorSelec
50.0,5550,,TurkMotorSelec
100.0,5550,,TurkMotorSelec
150.0,5550,,TurkMotorSelec
200.0,5550,,TurkMotorSelec
250.0,5550,,TurkMotorSelec
300.0,5550,,TurkMotorSelec
350.0,5550,,TurkMotorSelec
400.0,5550,,TurkMotorSelec
450.0,5550,,TurkMotorSelec
500.0,5550,-101.5,TurkMotorSelec
550.0,5550,91.0,TurkMotorSelec
600.0,5550,,TurkMotorSelec
0.0,5559,,TurkMotorSelec
50.0,5559,,TurkMotorSelec
100.0,5559,,TurkMotorSelec
150.0,5559,,TurkMotorSelec
200.0,5559,,TurkMotorSelec
250.0,5559,,TurkMotorSelec
300.0,5559,-65.0,TurkMotorSelec
350.0,5559,-182.0,TurkMotorSelec
400.0,5559,,TurkMotorSelec
450.0,5559,,TurkMotorSelec
500.0,5559,,TurkMotorSelec
550.0,5559,,TurkMotorSelec
600.0,5559,,TurkMotorSelec
0.0,5560,,TurkMotorSelec
50.0,5560,,TurkMotorSelec
100.0,5560,,TurkMotorSelec
150.0,5560,,TurkMotorSelec
200.0,5560,,TurkMotorSelec
250.0,5560,,TurkMotorSelec
300.0,5560,,TurkMotorSelec
350.0,5560,,TurkMotorSelec
400.0,5560,,TurkMotorSelec
450.0,5560,-98.5,TurkMotorSelec
500.0,5560,,TurkMotorSelec
550.0,5560,,TurkMotorSelec
600.0,5560,,TurkMotorSelec
50.0,6001,11.181818181818182,Saccades
100.0,6001,-7.7142857142857135,Saccades
150.0,6001,1.125,Saccades
200.0,6001,3.888888888888889,Saccades
250.0,6001,-36.66666666666666,Saccades
50.0,6002,4.0,Saccades
100.0,6002,-1.1111111111111112,Saccades
150.0,6002,21.0,Saccades
200.0,6002,-53.3,Saccades
250.0,6002,,Saccades
50.0,6003,50.0,Saccades
100.0,6003,-21.41176470588235,Saccades
150.0,6003,-24.619047619047624,Saccades
200.0,6003,-13.230769230769232,Saccades
250.0,6003,-42.5,Saccades
50.0,6004,-19.428571428571427,Saccades
100.0,6004,6.95,Saccades
150.0,6004,-15.625,Saccades
200.0,6004,-32.0,Saccades
250.0,6004,,Saccades
50.0,6005,-18.0,Saccades
100.0,6005,-5.5,Saccades
150.0,6005,,Saccades
200.0,6005,,Saccades
250.0,6005,,Saccades
50.0,6006,,Saccades
100.0,6006,45.0,Saccades
150.0,6006,-13.3,Saccades
200.0,6006,-13.76,Saccades
250.0,6006,-19.666666666666668,Saccades
50.0,6007,,Saccades
100.0,6007,-18.5,Saccades
150.0,6007,-22.6,Saccades
200.0,6007,-56.82352941176471,Saccades
250.0,6007,-78.1,Saccades
50.0,6008,11.666666666666664,Saccades
100.0,6008,4.117647058823529,Saccades
150.0,6008,-19.2,Saccades
200.0,6008,7.0,Saccades
250.0,6008,,Saccades
50.0,6009,8.0,Saccades
100.0,6009,2.1,Saccades
150.0,6009,-55.78260869565217,Saccades
200.0,6009,-43.35,Saccades
250.0,6009,,Saccades
50.0,6010,,Saccades
100.0,6010,,Saccades
150.0,6010,0.0,Saccades
200.0,6010,-10.115384615384617,Saccades
250.0,6010,-30.0,Saccades
50.0,6011,-171.33333333333334,Saccades
100.0,6011,6.4,Saccades
150.0,6011,-31.5,Saccades
200.0,6011,-7.9411764705882355,Saccades
250.0,6011,-40.0,Saccades
100.0,7001,-38.5,BtwnSubjAuditory1
150.0,7001,-81.8888888888889,BtwnSubjAuditory1
200.0,7001,-27.421052631578952,BtwnSubjAuditory1
250.0,7001,-92.84,BtwnSubjAuditory1
300.0,7001,-50.47619047619048,BtwnSubjAuditory1
350.0,7001,33.0,BtwnSubjAuditory1
400.0,7001,-218.5,BtwnSubjAuditory1
450.0,7001,24.0,BtwnSubjAuditory1
500.0,7001,-82.5,BtwnSubjAuditory1
550.0,7001,-83.3,BtwnSubjAuditory1
600.0,7001,-66.23076923076923,BtwnSubjAuditory1
650.0,7001,-82.81818181818181,BtwnSubjAuditory1
700.0,7001,-102.66666666666669,BtwnSubjAuditory1
750.0,7001,-20.33333333333333,BtwnSubjAuditory1
800.0,7001,,BtwnSubjAuditory1
100.0,7002,,BtwnSubjAuditory1
150.0,7002,,BtwnSubjAuditory1
200.0,7002,,BtwnSubjAuditory1
250.0,7002,,BtwnSubjAuditory1
300.0,7002,,BtwnSubjAuditory1
350.0,7002,,BtwnSubjAuditory1
400.0,7002,-59.111111111111114,BtwnSubjAuditory1
450.0,7002,-75.21428571428571,BtwnSubjAuditory1
500.0,7002,-98.88636363636364,BtwnSubjAuditory1
550.0,7002,-61.19230769230769,BtwnSubjAuditory1
600.0,7002,11.277777777777779,BtwnSubjAuditory1
650.0,7002,-110.33333333333331,BtwnSubjAuditory1
700.0,7002,89.75,BtwnSubjAuditory1
750.0,7002,,BtwnSubjAuditory1
800.0,7002,,BtwnSubjAuditory1
100.0,7003,,BtwnSubjAuditory1
150.0,7003,,BtwnSubjAuditory1
200.0,7003,4.25,BtwnSubjAuditory1
250.0,7003,-71.45454545454545,BtwnSubjAuditory1
300.0,7003,-85.0909090909091,BtwnSubjAuditory1
350.0,7003,-93.52941176470587,BtwnSubjAuditory1
400.0,7003,-47.13333333333333,BtwnSubjAuditory1
450.0,7003,-71.16666666666667,BtwnSubjAuditory1
500.0,7003,-93.0,BtwnSubjAuditory1
550.0,7003,-36.0,BtwnSubjAuditory1
600.0,7003,,BtwnSubjAuditory1
650.0,7003,,BtwnSubjAuditory1
700.0,7003,,BtwnSubjAuditory1
750.0,7003,,BtwnSubjAuditory1
800.0,7003,,BtwnSubjAuditory1
100.0,7004,-110.0,BtwnSubjAuditory1
150.0,7004,-50.444444444444436,BtwnSubjAuditory1
200.0,7004,-12.272727272727273,BtwnSubjAuditory1
250.0,7004,-50.85416666666666,BtwnSubjAuditory1
300.0,7004,-45.675,BtwnSubjAuditory1
350.0,7004,-37.76470588235294,BtwnSubjAuditory1
400.0,7004,,BtwnSubjAuditory1
450.0,7004,,BtwnSubjAuditory1
500.0,7004,,BtwnSubjAuditory1
550.0,7004,,BtwnSubjAuditory1
600.0,7004,,BtwnSubjAuditory1
650.0,7004,,BtwnSubjAuditory1
700.0,7004,,BtwnSubjAuditory1
750.0,7004,,BtwnSubjAuditory1
800.0,7004,,BtwnSubjAuditory1
100.0,7005,,BtwnSubjAuditory1
150.0,7005,,BtwnSubjAuditory1
200.0,7005,,BtwnSubjAuditory1
250.0,7005,-71.8,BtwnSubjAuditory1
300.0,7005,-106.25,BtwnSubjAuditory1
350.0,7005,-44.0,BtwnSubjAuditory1
400.0,7005,-91.6829268292683,BtwnSubjAuditory1
450.0,7005,-53.111111111111114,BtwnSubjAuditory1
500.0,7005,-134.23529411764707,BtwnSubjAuditory1
550.0,7005,100.16666666666669,BtwnSubjAuditory1
600.0,7005,50.0,BtwnSubjAuditory1
650.0,7005,,BtwnSubjAuditory1
700.0,7005,,BtwnSubjAuditory1
750.0,7005,,BtwnSubjAuditory1
800.0,7005,,BtwnSubjAuditory1
100.0,7006,53.5,BtwnSubjAuditory1
150.0,7006,3.0,BtwnSubjAuditory1
200.0,7006,-19.26923076923077,BtwnSubjAuditory1
250.0,7006,-28.3,BtwnSubjAuditory1
300.0,7006,-25.5,BtwnSubjAuditory1
350.0,7006,-52.74193548387096,BtwnSubjAuditory1
400.0,7006,-26.09090909090909,BtwnSubjAuditory1
450.0,7006,25.5,BtwnSubjAuditory1
500.0,7006,,BtwnSubjAuditory1
550.0,7006,,BtwnSubjAuditory1
600.0,7006,,BtwnSubjAuditory1
650.0,7006,,BtwnSubjAuditory1
700.0,7006,,BtwnSubjAuditory1
750.0,7006,,BtwnSubjAuditory1
800.0,7006,,BtwnSubjAuditory1
100.0,7007,,BtwnSubjAuditory1
150.0,7007,,BtwnSubjAuditory1
200.0,7007,,BtwnSubjAuditory1
250.0,7007,,BtwnSubjAuditory1
300.0,7007,,BtwnSubjAuditory1
350.0,7007,,BtwnSubjAuditory1
400.0,7007,,BtwnSubjAuditory1
450.0,7007,-91.91666666666669,BtwnSubjAuditory1
500.0,7007,-48.47222222222222,BtwnSubjAuditory1
550.0,7007,-69.65853658536585,BtwnSubjAuditory1
600.0,7007,-29.324324324324326,BtwnSubjAuditory1
650.0,7007,-52.846153846153854,BtwnSubjAuditory1
700.0,7007,-256.0,BtwnSubjAuditory1
750.0,7007,,BtwnSubjAuditory1
800.0,7007,,BtwnSubjAuditory1
100.0,7008,,BtwnSubjAuditory1
150.0,7008,,BtwnSubjAuditory1
200.0,7008,,BtwnSubjAuditory1
250.0,7008,,BtwnSubjAuditory1
300.0,7008,-1.8,BtwnSubjAuditory1
350.0,7008,29.76923076923077,BtwnSubjAuditory1
400.0,7008,-30.857142857142854,BtwnSubjAuditory1
450.0,7008,-9.736842105263158,BtwnSubjAuditory1
500.0,7008,-121.13793103448276,BtwnSubjAuditory1
550.0,7008,-54.64,BtwnSubjAuditory1
600.0,7008,-77.5,BtwnSubjAuditory1
650.0,7008,-41.4375,BtwnSubjAuditory1
700.0,7008,-6.0,BtwnSubjAuditory1
750.0,7008,,BtwnSubjAuditory1
800.0,7008,,BtwnSubjAuditory1
100.0,7009,,BtwnSubjAuditory1
150.0,7009,,BtwnSubjAuditory1
200.0,7009,-15.0,BtwnSubjAuditory1
250.0,7009,-72.75,BtwnSubjAuditory1
300.0,7009,-51.526315789473685,BtwnSubjAuditory1
350.0,7009,-84.1111111111111,BtwnSubjAuditory1
400.0,7009,-66.83333333333333,BtwnSubjAuditory1
450.0,7009,-24.35,BtwnSubjAuditory1
500.0,7009,15.823529411764708,BtwnSubjAuditory1
550.0,7009,-37.285714285714285,BtwnSubjAuditory1
600.0,7009,-306.75,BtwnSubjAuditory1
650.0,7009,-133.14285714285714,BtwnSubjAuditory1
700.0,7009,-70.5,BtwnSubjAuditory1
750.0,7009,,BtwnSubjAuditory1
800.0,7009,,BtwnSubjAuditory1
100.0,7010,-25.95,BtwnSubjAuditory1
150.0,7010,-3.3793103448275863,BtwnSubjAuditory1
200.0,7010,-44.875,BtwnSubjAuditory1
250.0,7010,-32.35294117647059,BtwnSubjAuditory1
300.0,7010,-11.5,BtwnSubjAuditory1
350.0,7010,-15.0,BtwnSubjAuditory1
400.0,7010,,BtwnSubjAuditory1
450.0,7010,,BtwnSubjAuditory1
500.0,7010,,BtwnSubjAuditory1
550.0,7010,,BtwnSubjAuditory1
600.0,7010,,BtwnSubjAuditory1
650.0,7010,,BtwnSubjAuditory1
700.0,7010,,BtwnSubjAuditory1
750.0,7010,,BtwnSubjAuditory1
800.0,7010,,BtwnSubjAuditory1
100.0,7011,,BtwnSubjAuditory1
150.0,7011,,BtwnSubjAuditory1
200.0,7011,,BtwnSubjAuditory1
250.0,7011,,BtwnSubjAuditory1
300.0,7011,,BtwnSubjAuditory1
350.0,7011,-14.6,BtwnSubjAuditory1
400.0,7011,-86.35714285714286,BtwnSubjAuditory1
450.0,7011,-79.73076923076924,BtwnSubjAuditory1
500.0,7011,-96.51515151515152,BtwnSubjAuditory1
550.0,7011,-107.27586206896551,BtwnSubjAuditory1
600.0,7011,-24.56521739130435,BtwnSubjAuditory1
650.0,7011,29.285714285714285,BtwnSubjAuditory1
700.0,7011,-47.0,BtwnSubjAuditory1
750.0,7011,,BtwnSubjAuditory1
800.0,7011,,BtwnSubjAuditory1
100.0,7012,,BtwnSubjAuditory1
150.0,7012,,BtwnSubjAuditory1
200.0,7012,,BtwnSubjAuditory1
250.0,7012,,BtwnSubjAuditory1
300.0,7012,,BtwnSubjAuditory1
350.0,7012,,BtwnSubjAuditory1
400.0,7012,,BtwnSubjAuditory1
450.0,7012,,BtwnSubjAuditory1
500.0,7012,24.5,BtwnSubjAuditory1
550.0,7012,-95.66666666666669,BtwnSubjAuditory1
600.0,7012,-92.6153846153846,BtwnSubjAuditory1
650.0,7012,-104.35714285714286,BtwnSubjAuditory1
700.0,7012,-153.96774193548387,BtwnSubjAuditory1
750.0,7012,-125.05263157894736,BtwnSubjAuditory1
800.0,7012,-51.368421052631575,BtwnSubjAuditory1
100.0,7013,-78.0,BtwnSubjAuditory1
150.0,7013,273.0,BtwnSubjAuditory1
200.0,7013,47.555555555555564,BtwnSubjAuditory1
250.0,7013,-52.9,BtwnSubjAuditory1
300.0,7013,-5.571428571428571,BtwnSubjAuditory1
350.0,7013,-94.55555555555556,BtwnSubjAuditory1
400.0,7013,-57.70588235294117,BtwnSubjAuditory1
450.0,7013,23.210526315789476,BtwnSubjAuditory1
500.0,7013,-64.8,BtwnSubjAuditory1
550.0,7013,-118.84210526315788,BtwnSubjAuditory1
600.0,7013,-55.22222222222222,BtwnSubjAuditory1
650.0,7013,-111.0,BtwnSubjAuditory1
700.0,7013,,BtwnSubjAuditory1
750.0,7013,,BtwnSubjAuditory1
800.0,7013,,BtwnSubjAuditory1
100.0,7014,,BtwnSubjAuditory1
150.0,7014,,BtwnSubjAuditory1
200.0,7014,-166.75,BtwnSubjAuditory1
250.0,7014,-290.25,BtwnSubjAuditory1
300.0,7014,-81.25,BtwnSubjAuditory1
350.0,7014,-152.6818181818182,BtwnSubjAuditory1
400.0,7014,-118.625,BtwnSubjAuditory1
450.0,7014,-58.65,BtwnSubjAuditory1
500.0,7014,-219.14285714285717,BtwnSubjAuditory1
550.0,7014,-223.7692307692308,BtwnSubjAuditory1
600.0,7014,-99.57894736842104,BtwnSubjAuditory1
650.0,7014,-192.83333333333331,BtwnSubjAuditory1
700.0,7014,-310.0,BtwnSubjAuditory1
750.0,7014,45.75,BtwnSubjAuditory1
800.0,7014,108.33333333333331,BtwnSubjAuditory1
100.0,7015,71.7,BtwnSubjAuditory1
150.0,7015,-28.0,BtwnSubjAuditory1
200.0,7015,-1.9756097560975612,BtwnSubjAuditory1
250.0,7015,-21.967741935483872,BtwnSubjAuditory1
300.0,7015,-38.3125,BtwnSubjAuditory1
350.0,7015,-30.6,BtwnSubjAuditory1
400.0,7015,,BtwnSubjAuditory1
450.0,7015,,BtwnSubjAuditory1
500.0,7015,,BtwnSubjAuditory1
550.0,7015,,BtwnSubjAuditory1
600.0,7015,,BtwnSubjAuditory1
650.0,7015,,BtwnSubjAuditory1
700.0,7015,,BtwnSubjAuditory1
750.0,7015,,BtwnSubjAuditory1
800.0,7015,,BtwnSubjAuditory1
100.0,7016,,BtwnSubjAuditory1
150.0,7016,,BtwnSubjAuditory1
200.0,7016,,BtwnSubjAuditory1
250.0,7016,,BtwnSubjAuditory1
